,fallacy_reason,fallacy_type,n_supporters,premise_content,premise_type,title,url
12679,,None,2,"When an individual is awarded for his/her works/abilities alone, they are superior, yet not elite. Put another way, doctors should be paid more than clerks, but doctors should not be allowed to use that wealth to build more wealth, as it would exclude those who do not have wealth from the same. ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12680,,None,2,"the states referenced in your source actually dont follow a True Communist framework. Deaths in Russia and China due to ""communism"" are actually deaths under capitalism since these societies never established truly communist states",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12681,,None,1,"""with it's members being paid according to need, and ability"" - Marx

",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12682,,None,4,"Human conscience is derived from material conditions, and is malleable. Men would have no motives to be greedy if everybody has access to all the resources. Thus, conscience is dependent on the current economic system.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12683,,None,7,"Bread lines also occurred during the major depressions caused by unbridled, unrestrained capitalism, a system which has been practically tried and tested, unlike Full Communism.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12684,,None,1,Unsubstantiated claim of superiority over an unspecified number of alternatives without any specific comparison or reference to measurable properties.,but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12685,,None,1,"There is such thing as true communism in theory, and we don't know it will never work because we have never taken all the steps required to shift to a true communist society.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12686,,None,1,But what would make people put all the effort in becoming a doctor for example if they're going to be paid like everyone else.,because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12687,,None,3,This can justify slavery ,but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12688,,None,1,"Again. True communism doesn't kill in theory. But any deviation from perfection results in massive turmoil. Communism that isn't 100% communism doesn't make it capitalism. While the free market doesn't gaurantee human rights, it is the system that values human rights the most ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
